bedroom	bedroom_0088
bedroom	bedroom_0089
bedroom	bedroom_0090
bedroom	bedroom_0091
bedroom	bedroom_0092
bedroom	bedroom_0093
bedroom	bedroom_0094
bedroom	bedroom_0095
bedroom	bedroom_0096
bedroom	bedroom_0097
bedroom	bedroom_0098
bedroom	bedroom_0099
bedroom	bedroom_0100
bedroom	bedroom_0101
bedroom	bedroom_0102
bedroom	bedroom_0103
bedroom	bedroom_0104
bedroom	bedroom_0105
bedroom	bedroom_0106
bedroom	bedroom_0107
bedroom	bedroom_0108
bedroom	bedroom_0109
bedroom	bedroom_0110
bedroom	bedroom_0111
bedroom	bedroom_0112
bedroom	bedroom_0113
bedroom	bedroom_0114
bedroom	bedroom_0115
bedroom	bedroom_0116
bedroom	bedroom_0117
bedroom	bedroom_0118
bedroom	bedroom_0119
bedroom	bedroom_0120
bedroom	bedroom_0121
bedroom	bedroom_0122
bedroom	bedroom_0123
bedroom	bedroom_0124
bedroom	bedroom_0125a
bedroom	bedroom_0125b
bedroom	bedroom_0126
bedroom	bedroom_0127
bedroom	bedroom_0128
bedroom	bedroom_0129
bedroom	bedroom_0130
bedroom	bedroom_0131
bedroom	bedroom_0132
bedroom	bedroom_0133a
bedroom	bedroom_0133b
bedroom	bedroom_0134a
bedroom	bedroom_0134b
bedroom	bedroom_0135
bedroom	bedroom_0136
bedroom	bedroom_0137
bedroom	bedroom_0138
bedroom	bedroom_0139
bedroom	bedroom_0140
bookstore	bookstore_0001a
bookstore	bookstore_0001b
bookstore	bookstore_0001c
bookstore	bookstore_0001d
bookstore	bookstore_0001e
bookstore	bookstore_0001f
bookstore	bookstore_0001g
bookstore	bookstore_0001h
bookstore	bookstore_0001i
bookstore	bookstore_0001j
bookstore	bookstore_0001k
bookstore	bookstore_0001l
bookstore	bookstore_0001m
cafe	cafe_0001a
cafe	cafe_0001b
cafe	cafe_0001c
computer_lab	computer_lab_0001
computer_lab	computer_lab_0002
conference_room	conference_room_0001
conference_room	conference_room_0002
dentist_office	dentist_office_0001
dentist_office	dentist_office_0002
dinette	dinette_0001
dining_room	dining_room_0001a
dining_room	dining_room_0001b
dining_room	dining_room_0002
dining_room	dining_room_0003
dining_room	dining_room_0004
dining_room	dining_room_0005
dining_room	dining_room_0006
dining_room	dining_room_0007
dining_room	dining_room_0008
dining_room	dining_room_0009
dining_room	dining_room_0010
dining_room	dining_room_0011
dining_room	dining_room_0012
dining_room	dining_room_0013
dining_room	dining_room_0014
dining_room	dining_room_0015
dining_room	dining_room_0016
dining_room	dining_room_0017
dining_room	dining_room_0018
dining_room	dining_room_0019
dining_room	dining_room_0020
dining_room	dining_room_0021
dining_room	dining_room_0022
dining_room	dining_room_0023
dining_room	dining_room_0024
dining_room	dining_room_0025
dining_room	dining_room_0026a
dining_room	dining_room_0026b
dining_room	dining_room_0028
dining_room	dining_room_0029
dining_room	dining_room_0030
dining_room	dining_room_0031
dining_room	dining_room_0032
dining_room	dining_room_0033
dining_room	dining_room_0034
dining_room	dining_room_0035
dining_room	dining_room_0036
dining_room	dining_room_0037
dining_room	dining_room_0038
excercise_room	excercise_room_0001
foyer	foyer_0001
foyer	foyer_0002
furniture_store	furniture_store_0001a
furniture_store	furniture_store_0001b
furniture_store	furniture_store_0001c
furniture_store	furniture_store_0001d
furniture_store	furniture_store_0001e
furniture_store	furniture_store_0001f
furniture_store	furniture_store_0001g
furniture_store	furniture_store_0002a
furniture_store	furniture_store_0002b
furniture_store	furniture_store_0002c
furniture_store	furniture_store_0002d
home_office	home_office_0001
home_office	home_office_0002
home_office	home_office_0003
home_office	home_office_0004
home_office	home_office_0005
home_office	home_office_0006
home_office	home_office_0007
home_office	home_office_0008
home_office	home_office_0009
home_office	home_office_0010
home_office	home_office_0011
home_office	home_office_0012
home_office	home_office_0013
home_office	home_office_0014
home_storage	home_storage_0001
indoor_balcony	indoor_balcony_0001
kitchen	kitchen_0001a
kitchen	kitchen_0001b
kitchen	kitchen_0001c
kitchen	kitchen_0002
kitchen	kitchen_0003
kitchen	kitchen_0004
kitchen	kitchen_0005
kitchen	kitchen_0006
kitchen	kitchen_0007
kitchen	kitchen_0008
kitchen	kitchen_0009
kitchen	kitchen_0010
kitchen	kitchen_0011a
kitchen	kitchen_0011b
kitchen	kitchen_0013
kitchen	kitchen_0014
kitchen	kitchen_0015
kitchen	kitchen_0016
kitchen	kitchen_0017
kitchen	kitchen_0018a
kitchen	kitchen_0018b
kitchen	kitchen_0018c
kitchen	kitchen_0019a
kitchen	kitchen_0019b
kitchen	kitchen_0021
kitchen	kitchen_0022
kitchen	kitchen_0023
kitchen	kitchen_0024
kitchen	kitchen_0025
kitchen	kitchen_0026a
kitchen	kitchen_0026b
kitchen	kitchen_0027
kitchen	kitchen_0028a
kitchen	kitchen_0028b
kitchen	kitchen_0029a
kitchen	kitchen_0029b
kitchen	kitchen_0029c
kitchen	kitchen_0030a
kitchen	kitchen_0030b
kitchen	kitchen_0031
kitchen	kitchen_0032
kitchen	kitchen_0033
kitchen	kitchen_0034a
kitchen	kitchen_0034b
kitchen	kitchen_0035a
kitchen	kitchen_0035b
kitchen	kitchen_0036a
kitchen	kitchen_0036b
kitchen	kitchen_0037
kitchen	kitchen_0038
kitchen	kitchen_0039
kitchen	kitchen_0040
kitchen	kitchen_0041
kitchen	kitchen_0042
kitchen	kitchen_0043
kitchen	kitchen_0044
kitchen	kitchen_0045a
kitchen	kitchen_0045b
kitchen	kitchen_0046
kitchen	kitchen_0047
kitchen	kitchen_0048
kitchen	kitchen_0049
kitchen	kitchen_0050
kitchen	kitchen_0051
kitchen	kitchen_0052
kitchen	kitchen_0053
kitchen	kitchen_0054
kitchen	kitchen_0055
kitchen	kitchen_0056a
kitchen	kitchen_0056b
kitchen	kitchen_0057
kitchen	kitchen_0058
kitchen	kitchen_0059
kitchen	kitchen_0060
laundry_room	laundry_room_0001
library	library_0001a
library	library_0001b
library	library_0002a
library	library_0002b
library	library_0003
library	library_0004
library	library_0005
library	library_0006
library	library_0007
library	library_0008
living_room	living_room_0001a
living_room	living_room_0001b
living_room	living_room_0001c
living_room	living_room_0002
living_room	living_room_0003
living_room	living_room_0004
living_room	living_room_0005
living_room	living_room_0006
living_room	living_room_0007
living_room	living_room_0008
living_room	living_room_0009
living_room	living_room_0010
living_room	living_room_0011
living_room	living_room_0012
living_room	living_room_0013
living_room	living_room_0014
living_room	living_room_0015a
living_room	living_room_0015b
living_room	living_room_0016
living_room	living_room_0041
living_room	living_room_0042a
living_room	living_room_0042b
living_room	living_room_0043a
living_room	living_room_0043b
living_room	living_room_0043c
living_room	living_room_0044
living_room	living_room_0045
living_room	living_room_0046a
living_room	living_room_0046b
living_room	living_room_0047a
living_room	living_room_0047b
living_room	living_room_0048
living_room	living_room_0049a
living_room	living_room_0049b
living_room	living_room_0050
living_room	living_room_0051
living_room	living_room_0052
living_room	living_room_0053
living_room	living_room_0054
living_room	living_room_0055
living_room	living_room_0056
living_room	living_room_0057
living_room	living_room_0058
living_room	living_room_0059
living_room	living_room_0060
living_room	living_room_0061
living_room	living_room_0062
living_room	living_room_0063
living_room	living_room_0064a
living_room	living_room_0064b
living_room	living_room_0065
living_room	living_room_0066
living_room	living_room_0067
living_room	living_room_0068
living_room	living_room_0069a
living_room	living_room_0069b
living_room	living_room_0070
living_room	living_room_0071
living_room	living_room_0072
living_room	living_room_0073
living_room	living_room_0074
living_room	living_room_0075
living_room	living_room_0076
living_room	living_room_0077
living_room	living_room_0078
living_room	living_room_0079
living_room	living_room_0080
living_room	living_room_0081a
living_room	living_room_0081b
living_room	living_room_0081c
living_room	living_room_0082
living_room	living_room_0083
living_room	living_room_0084
living_room	living_room_0085
living_room	living_room_0086a
living_room	living_room_0086b
living_room	living_room_0087
nyu_office	nyu_office_0
nyu_office	nyu_office_1
office	office_0001a
office	office_0001b
office	office_0001c
office	office_0002a
office	office_0002b
office	office_0002c
office	office_0003
office	office_0004
office	office_0005
office	office_0006
office	office_0007
office	office_0008
office	office_0009
office	office_0010
office	office_0011
office	office_0012
office	office_0013
office	office_0014
office	office_0015
office	office_0016
office	office_0017
office	office_0018
office	office_0019
office	office_0020
office	office_0021
office	office_0022a
office	office_0022b
office	office_0023
office	office_0024
office	office_0025
office	office_0026
office	office_0027a
office	office_0027b
office_kitchen	office_kitchen_0001a
office_kitchen	office_kitchen_0001b
office_kitchen	office_kitchen_0002
office_kitchen	office_kitchen_0003
patio	patio_0001
playroom	playroom_0002
playroom	playroom_0003
playroom	playroom_0004
playroom	playroom_0005
playroom	playroom_0006
playroom	playroom_0007
playroom	playroom_0008
printer_room	printer_room_0001
reception_room	reception_room_0001a
reception_room	reception_room_0001b
reception_room	reception_room_0002
reception_room	reception_room_0003
reception_room	reception_room_0004
student_lounge	student_lounge_0001
study	study_0001a
study	study_0001b
study	study_0002
study	study_0003
study	study_0004
study	study_0005
study	study_0006
study	study_0007
study	study_0008
study_room	study_room_0001
study_room	study_room_0002
study_room	study_room_0003
study_room	study_room_0004
study_room	study_room_0005a
study_room	study_room_0005b
study_room	study_room_0006
study_room	study_room_0007
